x_um,U_CB_V_vs_RHE,U_VB_V_vs_RHE,U_Fn_V_vs_RHE,U_Fp_V_vs_RHE,n_cm3,p_cm3,Jn_mA_cm2,Jp_mA_cm2,Jtotal_mA_cm2
0.02722222222222222,-0.22049579085276824,2.979504209147232,0.058447733696695786,2.5052327589800623,1156989868890591.8,1242731516195.4253,0.8286080853348599,-0.878605426649826,-0.049997341314966096
0.027777777777777773,-0.21815711029941384,2.9818428897005864,0.058447686255325454,2.5076778074746935,1267249831327719.8,1247887121581.808,0.8275743546238497,-0.8775716959388159,-0.04999734131496627
0.02833333333333333,-0.21583702254995416,2.984162977450046,0.05844764298034946,2.5101096304978765,1387013136155351.5,1253325915436.1821,0.8265406243934541,-0.8765379657084201,-0.049997341314966096
0.028888888888888888,-0.21353552537381848,2.9864644746261817,0.05844760347734573,2.5125278110949014,1516996563100683.5,1259030867802.3816,0.8255068946672901,-0.8755042359822562,-0.049997341314966096
0.029444444444444443,-0.21125261635011036,2.9887473836498897,0.05844756739148824,2.514931977231507,1657961177248168.8,1264986956226.0723,0.8244731654676338,-0.8744705067826001,-0.04999734131496627
0.03,-0.20898829285343729,2.991011707146563,0.05844753440337214,2.5173217971669115,1810714186405893.8,1271180951116.2607,0.8234394368155797,-0.8734367781305459,-0.049997341314966096
0.030555555555555555,-0.20674255203887812,2.9932574479611223,0.05844750422529796,2.5196969752952474,1976110799449116.5,1277601225605.4443,0.8224057087311826,-0.8724030500461486,-0.049997341314966096
0.031111111111111107,-0.20451539082606177,2.995484609173938,0.058447476597962816,2.522057248411803,2155056077654499.0,1284237586965.237,0.8213719812335855,-0.8713693225485517,-0.04999734131496627
0.03166666666666666,-0.20230680588231267,2.9976931941176876,0.0584474512875123,2.5244023823659116,2348506770386250.5,1291081127124.493,0.8203382543411346,-0.8703355956561006,-0.049997341314966096
0.032222222222222215,-0.20011679360483797,2.9998832063951624,0.0584474280829117,2.5267321690623,2557473125838268.5,1298124090004.5168,0.8193045280714811,-0.8693018693864472,-0.049997341314966096
0.03277777777777778,-0.19794535010191763,3.0020546498980827,0.0584474067936013,2.5290464237774577,2783020666883293.0,1305359753748.5637,0.818270802441674,-0.8682681437566403,-0.04999734131496627
0.03333333333333333,-0.19579247117306484,3.004207528826935,0.058447387247403476,2.531344982759558,3026271921432961.0,1312782326117.3906,0.8172370774682435,-0.8672344187832095,-0.049997341314966096
0.03388888888888889,-0.19365815228812572,3.0063418477118744,0.058447369288653295,2.5336277010831934,3288408096078455.5,1320386851528.092,0.8162033531672742,-0.8662006944822405,-0.04999734131496627
0.034444444444444444,-0.1915423885652874,3.0084576114347126,0.05844735277652838,2.53589445073289,3570670681165546.5,1328169128401.2405,0.8151696295544747,-0.8651669708694408,-0.049997341314966096
0.035,-0.18944517474796393,3.0105548252520364,0.05844733758355511,2.5381451188918214,3874362974867068.5,1336125635638.8223,0.8141359066452358,-0.8641332479602019,-0.049997341314966096
0.035555555555555556,-0.1873665051805377,3.0126334948194624,0.058447323594272765,2.54037960641417,4200851513254782.0,1344253467183.7202,0.8131021844546868,-0.8630995257696533,-0.04999734131496645
0.03611111111111111,-0.1853063737828793,3.0146936262171207,0.05844731070403769,2.542597826463111,4551567392860698.0,1352550273804.0603,0.812068462997747,-0.8620658043127131,-0.049997341314966096
0.03666666666666667,-0.18326477402378966,3.0167352259762104,0.05844729881795099,2.5447997032930285,4928007471705418.0,1361014211088.1697,0.8110347422891664,-0.8610320836041325,-0.049997341314966096
0.03722222222222222,-0.18124169889302333,3.0187583011069767,0.0584472878499,2.5469851711678877,5331735434428167.0,1369643893308.5195,0.810001022343571,-0.8599983636585371,-0.049997341314966096
0.03777777777777777,-0.17923714087225517,3.020762859127745,0.058447277721696306,2.5491541733930174,5764382706673661.0,1378438352080.325,0.8089673031754974,-0.8589646444904636,-0.04999734131496627
0.03833333333333332,-0.1772510919047075,3.0227489080952927,0.05844726836230357,2.551306661454084,6227649203702500.0,1387396999569.538,0.8079335847994278,-0.8579309261143939,-0.049997341314966096
0.03888888888888889,-0.17528354336342425,3.024716456636576,0.0584472597071454,2.5534425942506185,6723303897938658.0,1396519595679.4844,0.8068998672298215,-0.8568972085447877,-0.049997341314966096
0.03944444444444444,-0.17333448601842621,3.026665513981574,0.05844725169748108,2.5555619374113907,7253185189966564.0,1405806218642.8174,0.8058661504811419,-0.8558634917961079,-0.049997341314966096
0.04,-0.1714039100024785,3.0285960899975217,0.05844724427984635,2.55766466268618,7819201067558910.0,1415257238802.4048,0.8048324345678832,-0.8548297758828495,-0.04999734131496627
0.04055555555555555,-0.169491804775503,3.030508195224497,0.05844723740555105,2.559750747404767,8423329037316581.0,1424873295173.089,0.8037987195045959,-0.853796060819562,-0.049997341314966096
0.04111111111111111,-0.16759815908780806,3.032401840912192,0.05844723103022573,2.561820173994776,9067615813612558.0,1434655274418.6782,0.8027650053059056,-0.8527623466208718,-0.04999734131496627
